algorithm,dataset,budget,seed,best_performance,best_solution,valid_count,invalid_count,total_samples
baseline_random_search,x264,100,57,22.874,"[4, 1, 2, 1, 0, 0, 0, 0, 0, 0]",100,0,100
baseline_random_search,x264,100,58,22.982,"[4, 1, 3, 1, 1, 0, 0, 0, 0, 1]",100,0,100
baseline_random_search,x264,100,59,22.664,"[4, 1, 2, 1, 1, 1, 1, 0, 1, 1]",100,0,100
baseline_random_search,x264,100,60,23.148,"[4, 1, 2, 1, 0, 0, 0, 0, 1, 0]",100,0,100
baseline_random_search,x264,100,61,21.942,"[4, 1, 1, 1, 1, 1, 1, 0, 0, 0]",100,0,100
baseline_random_search,x264,100,62,21.758,"[4, 1, 1, 1, 1, 0, 1, 0, 0, 1]",100,0,100
baseline_random_search,x264,100,63,23.184,"[4, 1, 2, 1, 0, 0, 1, 0, 1, 1]",100,0,100
baseline_random_search,x264,100,64,22.984,"[4, 1, 3, 1, 1, 0, 0, 0, 0, 0]",100,0,100
baseline_random_search,x264,100,65,22.794,"[4, 1, 1, 1, 1, 0, 0, 1, 0, 0]",100,0,100
baseline_random_search,x264,100,66,23.034,"[4, 1, 1, 1, 0, 0, 1, 0, 0, 0]",100,0,100
baseline_random_search,x264,100,67,22.452,"[4, 1, 2, 1, 1, 1, 0, 0, 1, 1]",100,0,100
baseline_random_search,x264,100,68,22.982,"[4, 1, 3, 1, 1, 0, 0, 0, 0, 1]",100,0,100
baseline_random_search,x264,100,69,23.034,"[4, 1, 1, 1, 0, 0, 1, 0, 0, 0]",100,0,100
baseline_random_search,x264,100,70,22.018,"[4, 1, 1, 1, 1, 0, 1, 0, 0, 0]",100,0,100
baseline_random_search,x264,100,71,22.746,"[4, 1, 1, 1, 0, 1, 1, 0, 0, 0]",100,0,100
bestconfig,7z,50,42,4196.4,"[2, 0, 1, 0, 0, 100, 64, 4]",50,0,50
bestconfig,7z,50,43,8884.4,"[4, 0, 1, 0, 0, 70, 4096, 0]",50,0,50
bestconfig,7z,50,44,8922.6,"[4, 1, 1, 0, 0, 60, 128, 2]",50,0,50
bestconfig,7z,50,45,8883.0,"[4, 1, 1, 0, 1, 90, 4096, 2]",50,0,50
bestconfig,7z,50,46,8938.6,"[4, 1, 1, 0, 0, 60, 32, 2]",50,0,50
bestconfig,7z,50,47,9079.4,"[5, 0, 1, 0, 1, 20, 64, 4]",50,0,50
bestconfig,7z,50,48,8891.4,"[4, 0, 1, 0, 1, 70, 2048, 0]",50,0,50
bestconfig,7z,50,49,8893.6,"[4, 0, 1, 0, 1, 100, 128, 0]",50,0,50
bestconfig,7z,50,50,5048.8,"[2, 0, 0, 0, 0, 20, 2048, 0]",50,0,50
bestconfig,7z,50,51,8884.4,"[4, 0, 1, 0, 0, 70, 4096, 0]",50,0,50
bestconfig,7z,50,52,8922.6,"[4, 0, 1, 0, 0, 60, 4096, 0]",50,0,50
bestconfig,7z,50,53,4797.6,"[2, 0, 0, 0, 1, 60, 32, 0]",50,0,50
bestconfig,7z,50,54,8922.6,"[4, 0, 1, 0, 0, 60, 4096, 0]",50,0,50
bestconfig,7z,50,55,8887.8,"[4, 0, 1, 0, 0, 80, 2048, 2]",50,0,50
bestconfig,7z,50,56,8893.8,"[4, 1, 1, 0, 1, 100, 128, 2]",50,0,50
bestconfig,7z,50,57,4685.4,"[2, 1, 0, 0, 0, 90, 256, 0]",50,0,50
bestconfig,7z,50,58,4843.6,"[2, 1, 1, 0, 1, 30, 64, 0]",50,0,50
bestconfig,7z,50,59,9103.6,"[5, 1, 1, 1, 0, 10, 256, 0]",50,0,50
bestconfig,7z,50,60,4275.6,"[2, 0, 1, 0, 1, 80, 512, 4]",50,0,50
bestconfig,7z,50,61,9010.6,"[4, 0, 0, 0, 0, 50, 16, 2]",50,0,50
bestconfig,7z,50,62,4685.6,"[2, 1, 1, 0, 1, 60, 128, 0]",50,0,50
bestconfig,7z,50,63,9104.8,"[5, 0, 1, 0, 1, 40, 16, 4]",50,0,50
bestconfig,7z,50,64,9076.8,"[5, 0, 1, 0, 1, 70, 1, 0]",50,0,50
bestconfig,7z,50,65,4915.0,"[2, 0, 0, 0, 1, 100, 16, 2]",50,0,50
bestconfig,7z,50,66,8885.6,"[4, 1, 1, 0, 1, 70, 256, 2]",50,0,50
bestconfig,7z,50,67,4276.6,"[2, 0, 1, 0, 0, 80, 512, 4]",50,0,50
bestconfig,7z,50,68,8882.0,"[4, 1, 1, 0, 0, 70, 512, 2]",50,0,50
bestconfig,7z,50,69,8899.2,"[4, 0, 1, 0, 1, 70, 2048, 2]",50,0,50
bestconfig,7z,50,70,4843.6,"[2, 1, 1, 0, 1, 30, 64, 0]",50,0,50
bestconfig,7z,50,71,8909.6,"[4, 1, 1, 0, 0, 90, 32, 2]",50,0,50
bestconfig,7z,100,42,4196.4,"[2, 0, 1, 0, 0, 100, 64, 4]",100,0,100
bestconfig,7z,100,43,8884.4,"[4, 0, 1, 0, 0, 70, 4096, 0]",100,0,100
bestconfig,7z,100,44,8884.4,"[4, 1, 1, 0, 0, 70, 128, 0]",100,0,100
bestconfig,7z,100,45,4645.6,"[2, 0, 1, 0, 0, 100, 4096, 0]",100,0,100
bestconfig,7z,100,46,8903.6,"[4, 1, 1, 0, 0, 70, 64, 2]",100,0,100
bestconfig,7z,100,47,4691.2,"[2, 0, 1, 0, 1, 90, 32, 2]",100,0,100
bestconfig,7z,100,48,8891.4,"[4, 0, 1, 0, 1, 70, 2048, 0]",100,0,100
bestconfig,7z,100,49,8886.8,"[4, 0, 1, 0, 0, 90, 256, 0]",100,0,100
bestconfig,7z,100,50,4822.6,"[2, 0, 1, 0, 0, 30, 1024, 0]",100,0,100
bestconfig,7z,100,51,8884.4,"[4, 0, 1, 0, 0, 70, 4096, 0]",100,0,100
bestconfig,7z,100,52,8884.4,"[4, 0, 1, 0, 0, 70, 4096, 0]",100,0,100
bestconfig,7z,100,53,4374.2,"[2, 1, 0, 0, 0, 60, 64, 4]",100,0,100
bestconfig,7z,100,54,8884.4,"[4, 0, 1, 0, 0, 70, 4096, 0]",100,0,100
bestconfig,7z,100,55,8887.8,"[4, 0, 1, 0, 0, 80, 2048, 2]",100,0,100
bestconfig,7z,100,56,4271.2,"[2, 1, 1, 0, 1, 80, 1024, 4]",100,0,100
bestconfig,7z,100,57,4652.8,"[2, 1, 1, 0, 0, 90, 256, 0]",100,0,100
bestconfig,7z,100,58,4822.0,"[2, 0, 1, 0, 0, 30, 128, 0]",100,0,100
bestconfig,7z,100,59,4292.8,"[2, 0, 1, 0, 0, 80, 1024, 4]",100,0,100
bestconfig,7z,100,60,4275.6,"[2, 0, 1, 0, 1, 80, 512, 4]",100,0,100
bestconfig,7z,100,61,8915.2,"[4, 1, 1, 0, 0, 70, 32, 2]",100,0,100
bestconfig,7z,100,62,4685.6,"[2, 1, 1, 0, 1, 60, 128, 0]",100,0,100
bestconfig,7z,100,63,9095.2,"[5, 0, 1, 0, 0, 50, 32, 4]",100,0,100
bestconfig,7z,100,64,9076.8,"[5, 0, 1, 0, 1, 70, 1, 0]",100,0,100
bestconfig,7z,100,65,4196.4,"[2, 0, 1, 0, 0, 100, 64, 4]",100,0,100
bestconfig,7z,100,66,8885.6,"[4, 1, 1, 0, 1, 70, 256, 2]",100,0,100
bestconfig,7z,100,67,4275.6,"[2, 0, 1, 0, 1, 80, 512, 4]",100,0,100
bestconfig,7z,100,68,4302.6,"[2, 0, 1, 0, 1, 80, 128, 4]",100,0,100
bestconfig,7z,100,69,8887.4,"[4, 0, 1, 0, 0, 70, 4096, 2]",100,0,100
bestconfig,7z,100,70,4546.4,"[2, 0, 1, 0, 0, 30, 64, 4]",100,0,100
bestconfig,7z,100,71,8886.8,"[4, 1, 1, 0, 0, 90, 64, 2]",100,0,100
bestconfig,Apache,50,42,31.1622,"[1, 1, 2, 0, 0, 0, 4096, 0]",50,43,93
bestconfig,Apache,50,43,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",50,66,116
bestconfig,Apache,50,44,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",50,45,95
bestconfig,Apache,50,45,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",50,79,129
bestconfig,Apache,50,46,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",50,83,133
bestconfig,Apache,50,47,30.8186,"[0, 1, 2, 2, 1, 0, 512, 0]",50,49,99
bestconfig,Apache,50,48,31.1982,"[0, 1, 2, 0, 0, 1, 512, 0]",50,36,86
bestconfig,Apache,50,49,162.5806,"[0, 2, 2, 0, 1, 0, 512, 1]",50,55,105
bestconfig,Apache,50,50,30.8186,"[0, 1, 2, 2, 1, 0, 512, 0]",50,68,118
bestconfig,Apache,50,51,30.8186,"[0, 1, 2, 2, 1, 0, 512, 0]",50,45,95
bestconfig,Apache,50,52,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",50,50,100
bestconfig,Apache,50,53,31.1622,"[1, 1, 2, 0, 0, 0, 4096, 0]",50,51,101
bestconfig,Apache,50,54,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",50,68,118
bestconfig,Apache,50,55,30.8186,"[0, 1, 2, 2, 1, 0, 512, 0]",50,51,101
bestconfig,Apache,50,56,31.0888,"[0, 1, 2, 2, 1, 0, 1024, 0]",50,52,102
bestconfig,Apache,50,57,31.0946,"[0, 1, 2, 0, 1, 0, 512, 0]",50,31,81
bestconfig,Apache,50,58,31.1622,"[1, 1, 2, 0, 0, 0, 4096, 0]",50,69,119
bestconfig,Apache,50,59,31.1622,"[1, 1, 2, 0, 0, 0, 4096, 0]",50,62,112
bestconfig,Apache,50,60,31.6904,"[0, 1, 2, 0, 1, 0, 4096, 0]",50,29,79
bestconfig,Apache,50,61,30.8186,"[0, 1, 2, 2, 1, 0, 512, 0]",50,51,101
bestconfig,Apache,50,62,31.832,"[0, 1, 2, 2, 1, 1, 2048, 0]",50,56,106
bestconfig,Apache,50,63,162.5806,"[0, 2, 2, 0, 1, 0, 512, 1]",50,54,104
bestconfig,Apache,50,64,30.8186,"[0, 1, 2, 2, 1, 0, 512, 0]",50,43,93
bestconfig,Apache,50,65,30.8186,"[0, 1, 2, 2, 1, 0, 512, 0]",50,27,77
bestconfig,Apache,50,66,30.8186,"[0, 1, 2, 2, 1, 0, 512, 0]",50,57,107
bestconfig,Apache,50,67,31.3372,"[0, 1, 2, 2, 1, 0, 4096, 0]",50,70,120
bestconfig,Apache,50,68,31.7572,"[0, 1, 2, 0, 1, 1, 4096, 0]",50,68,118
bestconfig,Apache,50,69,31.6514,"[0, 1, 2, 0, 0, 0, 2048, 0]",50,32,82
bestconfig,Apache,50,70,31.1982,"[0, 1, 2, 0, 0, 1, 512, 0]",50,57,107
bestconfig,Apache,50,71,31.6254,"[0, 1, 2, 0, 1, 0, 2048, 0]",50,36,86
bestconfig,Apache,100,42,31.1622,"[1, 1, 2, 0, 0, 0, 4096, 0]",100,121,221
bestconfig,Apache,100,43,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,161,261
bestconfig,Apache,100,44,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,145,245
bestconfig,Apache,100,45,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,185,285
bestconfig,Apache,100,46,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,202,302
bestconfig,Apache,100,47,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,159,259
bestconfig,Apache,100,48,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,112,212
bestconfig,Apache,100,49,31.1622,"[1, 1, 2, 0, 0, 0, 4096, 0]",100,128,228
bestconfig,Apache,100,50,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,164,264
bestconfig,Apache,100,51,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,174,274
bestconfig,Apache,100,52,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,156,256
bestconfig,Apache,100,53,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,102,202
bestconfig,Apache,100,54,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,212,312
bestconfig,Apache,100,55,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,176,276
bestconfig,Apache,100,56,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,170,270
bestconfig,Apache,100,57,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,100,200
bestconfig,Apache,100,58,31.1622,"[1, 1, 2, 0, 0, 0, 4096, 0]",100,128,228
bestconfig,Apache,100,59,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,134,234
bestconfig,Apache,100,60,31.1622,"[1, 1, 2, 0, 0, 0, 4096, 0]",100,96,196
bestconfig,Apache,100,61,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,122,222
bestconfig,Apache,100,62,30.8186,"[0, 1, 2, 2, 1, 0, 512, 0]",100,125,225
bestconfig,Apache,100,63,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,128,228
bestconfig,Apache,100,64,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,137,237
bestconfig,Apache,100,65,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,111,211
bestconfig,Apache,100,66,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,162,262
bestconfig,Apache,100,67,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,115,215
bestconfig,Apache,100,68,31.1622,"[1, 1, 2, 0, 0, 0, 4096, 0]",100,125,225
bestconfig,Apache,100,69,31.1622,"[1, 1, 2, 0, 0, 0, 4096, 0]",100,105,205
bestconfig,Apache,100,70,30.7448,"[0, 1, 2, 1, 0, 0, 512, 0]",100,123,223
bestconfig,Apache,100,71,31.1622,"[1, 1, 2, 0, 0, 0, 4096, 0]",100,112,212
bestconfig,LLVM,50,42,58718.2,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",50,0,50
bestconfig,LLVM,50,43,54945.0,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",50,0,50
bestconfig,LLVM,50,44,57058.6,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",50,0,50
bestconfig,LLVM,50,45,58752.2,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]",50,0,50
bestconfig,LLVM,50,46,60271.4,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",50,0,50
bestconfig,LLVM,50,47,52324.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",50,0,50
bestconfig,LLVM,50,48,55162.2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50,0,50
bestconfig,LLVM,50,49,59982.0,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",50,0,50
bestconfig,LLVM,50,50,56966.8,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",50,0,50
bestconfig,LLVM,50,51,55246.6,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",50,0,50
bestconfig,LLVM,50,52,58987.4,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",50,0,50
bestconfig,LLVM,50,53,56400.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",50,0,50
bestconfig,LLVM,50,54,60030.8,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",50,0,50
bestconfig,LLVM,50,55,58281.8,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1]",50,0,50
bestconfig,LLVM,50,56,58698.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",50,0,50
bestconfig,LLVM,50,57,57058.6,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",50,0,50
bestconfig,LLVM,50,58,57982.6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]",50,0,50
bestconfig,LLVM,50,59,57216.4,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",50,0,50
bestconfig,LLVM,50,60,55162.2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50,0,50
bestconfig,LLVM,50,61,56316.4,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50,0,50
bestconfig,LLVM,50,62,57058.6,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",50,0,50
bestconfig,LLVM,50,63,56400.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",50,0,50
bestconfig,LLVM,50,64,55001.2,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50,0,50
bestconfig,LLVM,50,65,56303.6,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",50,0,50
bestconfig,LLVM,50,66,56400.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",50,0,50
bestconfig,LLVM,50,67,56966.8,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",50,0,50
bestconfig,LLVM,50,68,53380.6,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50,0,50
bestconfig,LLVM,50,69,57008.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]",50,0,50
bestconfig,LLVM,50,70,60211.8,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",50,0,50
bestconfig,LLVM,50,71,57335.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]",50,0,50
bestconfig,LLVM,100,42,57008.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]",100,0,100
bestconfig,LLVM,100,43,52324.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100,0,100
bestconfig,LLVM,100,44,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,45,53429.4,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",100,0,100
bestconfig,LLVM,100,46,56382.6,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",100,0,100
bestconfig,LLVM,100,47,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,48,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,49,57058.6,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",100,0,100
bestconfig,LLVM,100,50,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,51,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,52,57058.6,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",100,0,100
bestconfig,LLVM,100,53,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,54,57008.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]",100,0,100
bestconfig,LLVM,100,55,53429.4,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",100,0,100
bestconfig,LLVM,100,56,53887.2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,57,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,58,52324.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100,0,100
bestconfig,LLVM,100,59,53887.2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,60,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,61,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,62,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,63,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,64,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,65,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,66,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,67,52324.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100,0,100
bestconfig,LLVM,100,68,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,LLVM,100,69,53429.4,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",100,0,100
bestconfig,LLVM,100,70,56966.8,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",100,0,100
bestconfig,LLVM,100,71,52285.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,0,100
bestconfig,PostgreSQL,50,42,46039.0,"[0, 1, 0, 0, 0, 256, 32, 4096]",50,0,50
bestconfig,PostgreSQL,50,43,46054.6,"[0, 1, 0, 0, 1, 64, 8, 1024]",50,0,50
bestconfig,PostgreSQL,50,44,46078.8,"[0, 0, 1, 0, 0, 128, 32, 256]",50,0,50
bestconfig,PostgreSQL,50,45,45980.8,"[0, 1, 0, 0, 0, 128, 8, 1024]",50,0,50
bestconfig,PostgreSQL,50,46,45980.8,"[0, 1, 0, 0, 0, 128, 8, 1024]",50,0,50
bestconfig,PostgreSQL,50,47,45922.8,"[0, 1, 1, 0, 0, 64, 8, 256]",50,0,50
bestconfig,PostgreSQL,50,48,46097.4,"[0, 0, 1, 0, 0, 64, 2, 256]",50,0,50
bestconfig,PostgreSQL,50,49,46078.8,"[0, 0, 1, 0, 0, 128, 32, 256]",50,0,50
bestconfig,PostgreSQL,50,50,46064.6,"[0, 0, 1, 0, 1, 256, 8, 256]",50,0,50
bestconfig,PostgreSQL,50,51,46022.8,"[0, 1, 0, 0, 0, 128, 2, 256]",50,0,50
bestconfig,PostgreSQL,50,52,46143.4,"[0, 0, 1, 0, 0, 256, 2, 4096]",50,0,50
bestconfig,PostgreSQL,50,53,45939.8,"[0, 0, 1, 0, 1, 256, 32, 1024]",50,0,50
bestconfig,PostgreSQL,50,54,46064.6,"[0, 0, 1, 0, 1, 256, 8, 256]",50,0,50
bestconfig,PostgreSQL,50,55,45939.8,"[0, 0, 1, 0, 1, 256, 32, 1024]",50,0,50
bestconfig,PostgreSQL,50,56,46064.6,"[0, 0, 1, 0, 1, 256, 8, 256]",50,0,50
bestconfig,PostgreSQL,50,57,46095.0,"[0, 0, 1, 0, 0, 64, 2, 4096]",50,0,50
bestconfig,PostgreSQL,50,58,46039.0,"[0, 1, 0, 0, 0, 256, 32, 4096]",50,0,50
bestconfig,PostgreSQL,50,59,46022.8,"[0, 1, 0, 0, 0, 128, 2, 256]",50,0,50
bestconfig,PostgreSQL,50,60,46096.4,"[0, 1, 0, 0, 0, 256, 2, 4096]",50,0,50
bestconfig,PostgreSQL,50,61,46108.2,"[0, 0, 0, 0, 1, 128, 2, 4096]",50,0,50
bestconfig,PostgreSQL,50,62,46039.0,"[0, 1, 0, 0, 0, 256, 32, 4096]",50,0,50
bestconfig,PostgreSQL,50,63,45922.8,"[0, 1, 1, 0, 0, 64, 8, 256]",50,0,50
bestconfig,PostgreSQL,50,64,46083.6,"[0, 1, 1, 0, 1, 256, 2, 256]",50,0,50
bestconfig,PostgreSQL,50,65,46078.8,"[0, 0, 1, 0, 0, 128, 32, 256]",50,0,50
bestconfig,PostgreSQL,50,66,46099.4,"[0, 1, 0, 0, 1, 128, 2, 1024]",50,0,50
bestconfig,PostgreSQL,50,67,46099.4,"[0, 1, 0, 0, 1, 128, 2, 1024]",50,0,50
bestconfig,PostgreSQL,50,68,46035.0,"[0, 0, 0, 0, 1, 128, 32, 256]",50,0,50
bestconfig,PostgreSQL,50,69,46064.6,"[0, 0, 1, 0, 1, 256, 8, 256]",50,0,50
bestconfig,PostgreSQL,50,70,46022.8,"[0, 1, 0, 0, 0, 128, 2, 256]",50,0,50
bestconfig,PostgreSQL,50,71,45939.8,"[0, 0, 1, 0, 1, 256, 32, 1024]",50,0,50
bestconfig,PostgreSQL,100,42,45980.8,"[0, 1, 0, 0, 0, 128, 8, 1024]",100,0,100
bestconfig,PostgreSQL,100,43,46054.6,"[0, 1, 0, 0, 1, 64, 8, 1024]",100,0,100
bestconfig,PostgreSQL,100,44,45939.8,"[0, 0, 1, 0, 1, 256, 32, 1024]",100,0,100
bestconfig,PostgreSQL,100,45,45980.8,"[0, 1, 0, 0, 0, 128, 8, 1024]",100,0,100
bestconfig,PostgreSQL,100,46,45980.8,"[0, 1, 0, 0, 0, 128, 8, 1024]",100,0,100
bestconfig,PostgreSQL,100,47,45922.8,"[0, 1, 1, 0, 0, 64, 8, 256]",100,0,100
bestconfig,PostgreSQL,100,48,46097.4,"[0, 0, 1, 0, 0, 64, 2, 256]",100,0,100
bestconfig,PostgreSQL,100,49,45939.8,"[0, 0, 1, 0, 1, 256, 32, 1024]",100,0,100
bestconfig,PostgreSQL,100,50,45939.8,"[0, 0, 1, 0, 1, 256, 32, 1024]",100,0,100
bestconfig,PostgreSQL,100,51,46022.8,"[0, 1, 0, 0, 0, 128, 2, 256]",100,0,100
bestconfig,PostgreSQL,100,52,46073.6,"[0, 0, 0, 0, 1, 64, 32, 4096]",100,0,100
bestconfig,PostgreSQL,100,53,45939.8,"[0, 0, 1, 0, 1, 256, 32, 1024]",100,0,100
bestconfig,PostgreSQL,100,54,46035.0,"[0, 0, 0, 0, 1, 128, 32, 256]",100,0,100
bestconfig,PostgreSQL,100,55,45939.8,"[0, 0, 1, 0, 1, 256, 32, 1024]",100,0,100
